,BoiteVitesse,PuissanceFiscale,Prix,NombreDePlaces,NombreDePortes,Cylindrée,Energie,NombreDeCylindres,Carrosserie,Marque,Modele
262,Automatique,8CV,143 500 DT TTC,5,5,1332CM³,Essence,4.0,SUV,NISSAN, QASHQAI1.3 L N-CONNECTA
263,Automatique,8CV,144 500 DT TTC,5,5,1332CM³,Essence,4.0,SUV,NISSAN, QASHQAI1.3 L TEKNA
264,Automatique,8CV,148 500 DT TTC,5,5,1332CM³,Essence,4.0,SUV,NISSAN, QASHQAI1.3 L TEKNA HIGH
265,Manuelle,6CV,72 900 DT TTC,5,5,1199CM³,Essence,3.0,Citadine,OPEL, CORSA1.2 TURBO EDITION
266,Manuelle,6CV,76 900 DT TTC,5,5,1199CM³,Essence,3.0,Citadine,OPEL, CORSA1.2 TURBO GS LINE
267,Automatique,6CV,82 900 DT TTC,5,5,1199CM³,Essence,3.0,SUV,OPEL, CROSSLAND1.2 L 110 CH AT6 EDITION
268,Automatique,6CV,89 900 DT TTC,5,5,1199CM³,Essence,3.0,SUV,OPEL, CROSSLAND1.2 L 110 CH AT6 ELEGANCE
269,Automatique,7CV,96 900 DT TTC,5,5,1199CM³,Essence,3.0,SUV,OPEL, MOKKA1.2 L TURBO 130 CH AT8 ELEGANCE LIMITED
270,Automatique,7CV,104 900 DT TTC,5,5,1199CM³,Essence,3.0,SUV,OPEL, MOKKA1.2 L TURBO 130 CH AT8 ELEGANCE
271,Automatique,7CV,109 900 DT TTC,5,5,1199CM³,Essence,3.0,SUV,OPEL, MOKKA1.2 L TURBO 130 CH AT8 GS
272,Automatique,7CV,105 900 DT TTC,5,5,1199CM³,Essence,3.0,Compacte,OPEL, ASTRA1.2 L ELEGANCE
273,Automatique,7CV,112 900 DT TTC,5,5,1199CM³,Essence,3.0,Compacte,OPEL, ASTRA1.2 L GS
274,Manuelle,5CV,64 900 DT TTC,2,3 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,1560CM³,Diesel,4.0,Utilitaire,OPEL, COMBO CARGO1.6 L DIESEL CONFORT L1H1 650 KG
275,Manuelle,5CV,67 900 DT TTC,2,3 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,1560CM³,Diesel,4.0,Utilitaire,OPEL, COMBO CARGOXL 1.6 L DIESEL CONFORT L2H1 1000 KG
276,Automatique,7CV,97 900 DT TTC,5,5,1199CM³,Essence,3.0,SUV,PEUGEOT, 20081.2 L PURETECH 130  ACTIVE BVA
277,Automatique,7CV,104 900 DT TTC,5,5,1199CM³,Essence,3.0,SUV,PEUGEOT, 20081.2 L PURETECH 130  ALLURE BVA
278,Automatique,13CV,148 900 DT TTC,5,4,1598CM³,Essence,4.0,Berline,PEUGEOT, 4081.6 L  ALLURE EAT8
279,Automatique,13CV,149 900 DT TTC,5,4,1598CM³,Essence,4.0,Berline,PEUGEOT, 4081.6 L  ALLURE PACK EAT8
280,Manuelle,5CV,67 490 DT TTC,2,3 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,1560CM³,Diesel,4.0,Utilitaire,PEUGEOT, PARTNER1.6 L HDI 90CH 650 KG
281,Manuelle,5CV,68 490 DT TTC,2,3 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,1560CM³,Diesel,4.0,Utilitaire,PEUGEOT, PARTNER1.6 L HDI 90CH 1000 KG
282,Manuelle,7CV,89 900 DT TTC,3,4 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,2179CM³,Diesel,4.0,Utilitaire,PEUGEOT, BOXER335 L1H1 FOURGON
283,Manuelle,7CV,91 900 DT TTC,3,4 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,2179CM³,Diesel,4.0,Utilitaire,PEUGEOT, BOXER335 L2H2 FOURGON
284,Manuelle,7CV,93 900 DT TTC,3,4 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,2179CM³,Diesel,4.0,Utilitaire,PEUGEOT, BOXER335 L3H2 FOURGON
285,Manuelle,6CV,72 500 DT TTC,2,2,1910CM³,Diesel,4.0,Pick up,PEUGEOT, LANDTREK SIMPLE CABINE1.9 L DIESEL 4X2 BENNE TÔLE PLIÉE
286,Manuelle,6CV,76 500 DT TTC,2,2,1910CM³,Diesel,4.0,Pick up,PEUGEOT, LANDTREK SIMPLE CABINE1.9 L DIESEL 4X2
287,Manuelle,6CV,92 990 DT TTC,5,4,1910CM³,Diesel,4.0,Pick up,PEUGEOT, LANDTREK DOUBLE CABINE1.9 L DIESEL 4X2
288,Manuelle,6CV,102 990 DT TTC,5,4,1910CM³,Diesel,4.0,Pick up,PEUGEOT, LANDTREK DOUBLE CABINE1.9 L DIESEL 4X4
289,Manuelle,8CV,101 650 DT TTC,5,4,1332CM³,Essence,4.0,Berline,RENAULT, MEGANE SEDAN1.3 L TCE 140
290,Automatique,8CV,109 950 DT TTC,5,4,1332CM³,Essence,4.0,Berline,RENAULT, MEGANE SEDAN1.3 L TCE 140   BVA
291,Manuelle,8CV,84 900 DT TTC,3,2 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,2298CM³,Diesel,4.0,Utilitaire,RENAULT, MASTER2.3 L 8M3
292,Manuelle,8CV,87 950 DT TTC,3,2 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,2298CM³,Diesel,4.0,Utilitaire,RENAULT, MASTER2.3 L 10.8 M3
293,Manuelle,8CV,89 950 DT TTC,3,2 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,2298CM³,Diesel,4.0,Utilitaire,RENAULT, MASTER2.3 L 13 M3
294,Automatique,6CV,72 980 DT TTC,5,5,999CM³,Essence,3.0,Citadine,SEAT, IBIZA1.0 L TSI  REFERENCE BVA
295,Manuelle,6CV,72 980 DT TTC,5,5,999CM³,Essence,3.0,Citadine,SEAT, IBIZA1.0 L TSI STYLE
296,Automatique,6CV,84 980 DT TTC,5,5,999CM³,Essence,3.0,Citadine,SEAT, IBIZA1.0 L TSI  XCELLENCE BVA
297,Automatique,6CV,87 980 DT TTC,5,5,999CM³,Essence,3.0,Citadine,SEAT, IBIZA1.0 L TSI  FR BVA
298,Automatique,6CV,87 980 DT TTC,5,5,999CM³,Essence,3.0,SUV,SEAT, ARONA1.0 TSI STYLE
299,Automatique,6CV,94 980 DT TTC,5,5,999CM³,Essence,3.0,SUV,SEAT, ARONA1.0 TSI XPERIENCE
300,Automatique,6CV,97 980 DT TTC,5,5,999CM³,Essence,3.0,SUV,SEAT, ARONA1.0 TSI FR
301,Automatique,8CV,99 980 DT TTC,5,5,1395CM³,Essence,4.0,Compacte,SEAT, LEON1.4 TSI DYNAMIC
302,Automatique,8CV,118 980 DT TTC,5,5,1395CM³,Essence,4.0,Compacte,SEAT, LEON1.4 TSI FR
303,Automatique,8CV,121 980 DT TTC,5,5,1395CM³,Essence,4.0,SUV,SEAT, ATECA1.4 L TSI STYLE
304,Automatique,8CV,132 980 DT TTC,5,5,1395CM³,Essence,4.0,SUV,SEAT, ATECA1.4 L TSI XPERIENCE
305,Automatique,8CV,137 980 DT TTC,5,5,1395CM³,Essence,4.0,SUV,SEAT, ATECA1.4 L TSI FR
306,Manuelle,4CV,66 980 DT TTC,5,5,999CM³,Essence,3.0,Citadine,SKODA, FABIA1.0 L MPI ESSENCE
307,Manuelle,4CV,71 480 DT TTC,5,5,999CM³,Essence,3.0,Citadine,SKODA, FABIA1.0 L MPI SELECTION
308,Manuelle,4CV,82 480 DT TTC,5,5,999CM³,Essence,3.0,Citadine,SKODA, FABIA1.0 L MPI MONTE CARLO
309,Manuelle,6CV,76 980 DT TTC,5,5,999CM³,Essence,3.0,SUV,SKODA, KUSHAQ1.0 TSI AMBITION
310,Automatique,7CV,82 980 DT TTC,5,5,999CM³,Essence,3.0,SUV,SKODA, KUSHAQ1.0 TSI  AMBITION BVA
311,Automatique,7CV,89 980 DT TTC,5,5,999CM³,Essence,3.0,SUV,SKODA, KUSHAQ1.0 TSI  STYLE BVA
312,Automatique,6CV,81 980 DT TTC,5,5,999CM³,Essence,3.0,Compacte,SKODA, SCALA1.0 L TSI  ACTIVE DSG
313,Automatique,6CV,85 980 DT TTC,5,5,999CM³,Essence,3.0,Compacte,SKODA, SCALA1.0 L TSI  AMBITION DSG
314,Automatique,6CV,94 980 DT TTC,5,5,999CM³,Essence,3.0,Compacte,SKODA, SCALA1.0 L TSI  STYLE DSG
315,Automatique,6CV,91 980 DT TTC,5,5,999CM³,Essence,3.0,SUV,SKODA, KAMIQ1.0 L TSI  ESSENCE DSG
316,Automatique,6CV,104 980 DT TTC,5,5,999CM³,Essence,3.0,SUV,SKODA, KAMIQ1.0 L TSI  SELECTION DSG
317,Automatique,6CV,109 980 DT TTC,5,5,999CM³,Essence,3.0,SUV,SKODA, KAMIQ1.0 L TSI  MONTE CARLO DSG
318,Automatique,8CV,117 980 DT TTC,5,4,1395CM³,Essence,4.0,Berline,SKODA, OCTAVIA1.4 TSI  AMBITION BVA
319,Automatique,8CV,135 980 DT TTC,5,4,1395CM³,Essence,4.0,Berline,SKODA, OCTAVIA1.4 TSI  STYLE BVA
320,Automatique,8CV,142 980 DT TTC,5,5,1395CM³,Essence,4.0,SUV,SKODA, KAROQ1.4 L TSI  AMBITION BVA
321,Automatique,8CV,151 980 DT TTC,5,5,1395CM³,Essence,4.0,SUV,SKODA, KAROQ1.4 L TSI  STYLE BVA
322,Automatique,8CV,151 980 DT TTC,5,5,1395CM³,Essence,4.0,SUV,SKODA, KAROQ1.4 L TSI  STYLE EDITION SPÉCIALE BVA
323,Manuelle,7CV,136 845 DT TTC,5,4,2157CM³,Diesel,4.0,Pick up,SSANGYONG, MUSSO2.2 L DIESEL 4WD
324,Manuelle,7CV,148 176 DT TTC,5,4,2157CM³,Diesel,4.0,Pick up,SSANGYONG, MUSSO2.2 L DIESEL 4WD CRM
325,Automatique,7CV,158 645 DT TTC,5,4,2157CM³,Diesel,4.0,Pick up,SSANGYONG, MUSSO2.2 L DIESEL 4WD   BVA
326,Manuelle,5CV,52 900 DT TTC,5,5,1197CM³,Essence,4.0,Citadine,SUZUKI, SWIFT1.2 L GL
327,Automatique,5CV,56 400 DT TTC,5,5,1197CM³,Essence,4.0,Citadine,SUZUKI, SWIFT1.2 L  GL BVA
328,Manuelle,5CV,57 400 DT TTC,5,5,1197CM³,Essence,4.0,Citadine,SUZUKI, SWIFT1.2 L GLX PACK
329,Automatique,5CV,62 400 DT TTC,5,5,1197CM³,Essence,4.0,Citadine,SUZUKI, SWIFT1.2 L  GLX PACK BVA
330,Manuelle,5CV,54 900 DT TTC,5,4,1197CM³,Essence,4.0,Berline,SUZUKI, DZIRE1.2 L GL
331,Manuelle,5CV,57 900 DT TTC,5,4,1197CM³,Essence,4.0,Berline,SUZUKI, DZIRE1.2 L GLX PACK
332,Manuelle,6CV,62 900 DT TTC,5,4,1462CM³,Essence,4.0,Berline,SUZUKI, CIAZ1.5 L GL
333,Automatique,6CV,67 900 DT TTC,5,4,1462CM³,Essence,4.0,Berline,SUZUKI, CIAZ1.5 L GL   BVA
334,Manuelle,6CV,69 900 DT TTC,5,4,1462CM³,Essence,4.0,Berline,SUZUKI, CIAZ1.5 L GLX
335,Automatique,6CV,73 900 DT TTC,5,4,1462CM³,Essence,4.0,Berline,SUZUKI, CIAZ1.5  GLX BVA
336,Manuelle,6CV,66 900 DT TTC,5,5,1462CM³,Essence,4.0,Compacte,SUZUKI, BALENO1.5 L  GL BVM
337,Automatique,6CV,76 900 DT TTC,5,5,1462CM³,Essence,4.0,Compacte,SUZUKI, BALENO1.5 L  GLX BVA
338,Manuelle,6CV,78 900 DT TTC,7,5,1462CM³,Essence,4.0,Monospace,SUZUKI, ERTIGA1.5 L GLX 7 PLACES
339,Automatique,6CV,83 900 DT TTC,7,5,1462CM³,Essence,4.0,Monospace,SUZUKI, ERTIGA1.5 L  GLX 7 PLACES BVA
340,Manuelle,6CV,76 900 DT TTC,5,5,1462CM³,Essence,4.0,SUV,SUZUKI, FRONX1.5 L  GL BVM
341,Automatique,6CV,91 900 DT TTC,5,5,1462CM³,Essence,4.0,SUV,SUZUKI, FRONX1.5 L  GLX BVA
342,Manuelle,6CV,99 900 DT TTC,5,3,1462CM³,Essence,4.0,SUV,SUZUKI, JIMNY1.5 L GL 4X4
343,Automatique,6CV,104 900 DT TTC,5,3,1462CM³,Essence,4.0,SUV,SUZUKI, JIMNY1.5 L GL 4X4   BVA
344,Automatique,5CV,119 900 DT TTC,5,5,1490CM³,Essence | Hybride,3.0,SUV,TOYOTA, YARIS CROSS HYBRIDE1.5 L CVT
345,Automatique,5CV,121 900 DT TTC,5,5,1490CM³,Essence | Hybride,3.0,SUV,TOYOTA, YARIS CROSS HYBRIDE1.5 L CVT BI-TON
346,Automatique,32CV,530 000 DT TTC,7,5,3445CM³,Essence,6.0,SUV,TOYOTA, LAND CRUISER 3003.5 L V6 BI-TURBO ESSENCE 4WD VX
347,Automatique,21CV,540 000 DT TTC,7,5,3346CM³,Diesel,6.0,SUV,TOYOTA, LAND CRUISER 3003.3 L V6 BI-TURBO DIESEL 4WD VX
348,Automatique,21CV,568 000 DT TTC,7,5,3346CM³,Diesel,6.0,SUV,TOYOTA, LAND CRUISER 3003.3 L V6 BI-TURBO DIESEL 4WD GR-SPORT
349,Manuelle,8CV,159 800 DT TTC,5,4,2393CM³,Diesel,4.0,Pick up,TOYOTA, HILUX DOUBLE CABINE2.4 L DIESEL D-4D 4X4
350,Automatique,8CV,192 900 DT TTC,5,4,2393CM³,Diesel,4.0,Pick up,TOYOTA, HILUX DOUBLE CABINE2.4 L DIESEL D-4D 4X4   BVA
351,Manuelle,6CV,63 980 DT TTC,5,4,999CM³,Essence,3.0,Berline,VOLKSWAGEN, VIRTUS1.0 L TSI CONFORTLINE
352,Automatique,7CV,78 980 DT TTC,5,4,999CM³,Essence,3.0,Berline,VOLKSWAGEN, VIRTUS1.0 L TSI  HIGHLINE BVA
353,Automatique,7CV,85 980 DT TTC,5,4,999CM³,Essence,3.0,Berline,VOLKSWAGEN, VIRTUS1.0 L TSI  TOPLINE BVA
354,Manuelle,6CV,73 980 DT TTC,5,5,999CM³,Essence,3.0,SUV,VOLKSWAGEN, T-CROSS1.0 L CONFORTLINE
355,Automatique,7CV,91 980 DT TTC,5,5,999CM³,Essence,3.0,SUV,VOLKSWAGEN, T-CROSS1.0 L  HIGHLINE BVA
356,Automatique,7CV,103 980 DT TTC,5,5,999CM³,Essence,3.0,SUV,VOLKSWAGEN, T-CROSS1.0 L  TOPLINE BVA
357,Manuelle,5CV,82 980 DT TTC,5,5,999CM³,Essence,3.0,Citadine,VOLKSWAGEN, POLO1.0 L TSI DRIVE
358,Manuelle,5CV,89 980 DT TTC,5,5,999CM³,Essence,3.0,Citadine,VOLKSWAGEN, POLO1.0 L TSI LIFE
359,Automatique,8CV,120 980 DT TTC,5,5,1395CM³,Essence,4.0,Compacte,VOLKSWAGEN, GOLF 81.4 L TSI DRIVE
360,Automatique,8CV,136 980 DT TTC,5,5,1395CM³,Essence,4.0,Compacte,VOLKSWAGEN, GOLF 81.4 L TSI LIFE
361,Automatique,8CV,159 980 DT TTC,5,5,1395CM³,Essence,4.0,Compacte,VOLKSWAGEN, GOLF 81.4 L TSI R-LINE
362,Automatique,8CV,156 980 DT TTC,5,5,1395CM³,Essence,4.0,SUV,VOLKSWAGEN, TIGUAN1.4 L TSI LIFE
363,Automatique,8CV,174 980 DT TTC,5,5,1395CM³,Essence,4.0,SUV,VOLKSWAGEN, TIGUAN1.4 L TSI ELEGANCE
364,Automatique,8CV,199 980 DT TTC,5,5,1395CM³,Essence,4.0,SUV,VOLKSWAGEN, TIGUAN1.4 L TSI R-LINE
365,Automatique,5CV,199 980 DT TTC,5,4,1996CM³,Diesel,4.0,Pick up,VOLKSWAGEN, AMAROK2.0 L TDI 170 CH 4X4  LIFE BVA
366,Automatique,5CV,239 980 DT TTC,5,4,1996CM³,Diesel,4.0,Pick up,VOLKSWAGEN, AMAROK2.0 L TDI 210 CH 4X4  AVENTURA BVA
367,Manuelle,7CV,73 980 DT TTC,2,4 | 1 porte latérale coulissante | 2 portes arrières battantes vitrées,1968CM³,Diesel,4.0,Utilitaire,VOLKSWAGEN, CADDY CARGO2.0 L TDI BUSINESS
368,Manuelle,7CV,76 980 DT TTC,2,4 | 1 porte latérale coulissante | 2 portes arrières battantes vitrées,1968CM³,Diesel,4.0,Utilitaire,VOLKSWAGEN, CADDY CARGO2.0 L TDI MAXI
369,Manuelle,7CV,114 980 DT TTC,3,4 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,1968CM³,Diesel,4.0,Utilitaire,VOLKSWAGEN, CRAFTER11.3 M3 L3H3
370,Manuelle,7CV,116 980 DT TTC,3,4 | 1 porte latérale coulissante | 2 portes arrières battantes tolées,1968CM³,Diesel,4.0,Utilitaire,VOLKSWAGEN, CRAFTER14.4 M3 L4H3
371,Automatique,9CV,170 000 DT TTC,5,5,1969CM³,Essence | Hybride léger,4.0,SUV,VOLVO, XC402.0 L PLUS DARK
372,Automatique,9CV,185 000 DT TTC,5,5,1969CM³,Essence | Hybride léger,4.0,SUV,VOLVO, XC402.0 L ULTIMATE DARK
373,Automatique,9CV,195 000 DT TTC,5,5,1969CM³,Essence | Hybride léger,4.0,SUV,VOLVO, XC402.0 L ULTIMATE DARK +
374,Automatique,9CV,199 900 DT TTC,5,5,,Electrique,,SUV,VOLVO, XC40 RECHARGEULTIMATE SINGLE MOTOR
375,Automatique,14CV,229 900 DT TTC,5,5,,Electrique,,SUV,VOLVO, XC40 RECHARGEULTIMATE TWIN MOTOR
376,Automatique,9CV,199 900 DT TTC,5,5,,Electrique,,SUV,VOLVO, C40 RECHARGEPLUS SINGLE MOTOR
377,Automatique,14CV,229 900 DT TTC,5,5,,Electrique,,SUV,VOLVO, C40 RECHARGEULTIMATE TWIN MOTOR
378,Automatique,11CV,194 900 DT TTC,5,4,1969CM³,Essence | Hybride léger,4.0,Berline,VOLVO, S602.0 L PLUS DARK
379,Automatique,11CV,214 900 DT TTC,5,4,1969CM³,Essence | Hybride léger,4.0,Berline,VOLVO, S602.0 L ULTIMATE DARK
380,Automatique,15CV,269 900 DT TTC,5,5,1969CM³,Essence | Hybride léger,4.0,SUV,VOLVO, XC602.0 L PLUS DARK
381,Automatique,15CV,299 900 DT TTC,5,5,1969CM³,Essence | Hybride léger,4.0,SUV,VOLVO, XC602.0 L ULTIMATE DARK
382,Automatique,20CV,354 900 DT TTC,5,5,1969CM³,Essence | Hybride rechargeable,4.0,SUV,VOLVO, XC602.0 L RECHARGE ULTIMATE BRIGHT
383,Automatique,15CV,244 900 DT TTC,5,4,1969CM³,Essence | Hybride léger,4.0,Berline,VOLVO, S902.0 L PLUS DARK
384,Automatique,15CV,269 900 DT TTC,5,4,1969CM³,Essence | Hybride léger,4.0,Berline,VOLVO, S902.0 L ULTIMATE BRIGHT
385,Automatique,15CV,384 900 DT TTC,7,5,1969CM³,Essence | Hybride léger,4.0,SUV,VOLVO, XC902.0 L ULTIMATE BRIGHT
386,Automatique,20CV,449 900 DT TTC,7,5,1969CM³,Essence | Hybride rechargeable,4.0,SUV,VOLVO, XC902.0 L RECHARGE ULTIMATE BRIGHT
